"Neither","Neither","Neither","Violation","Neither","Neither","Neither","Neither","Neither","Neither"
"0","71707","75667","73732","75020","78722","69018","60358","62456","60628"
"Neither","Neither","Neither","Neither","Neither","Success","Success","Success","Neither","Neither"
"0","63376","61459","70255","72292","34320","6432","20176","68375","75424"
"Neither","Neither","Neither","Neither","Success","Neither","Neither","Neither","Success","Success"
"0","62772","61424","62226","4309","65345","60049","60341","59853","29974"
