"Neither","Neither","Neither","Neither","Success","Success","Success","Success","Success","Success","Success","Success"
"0","67313","62691","75926","23987","3386","39700","1830","3821","3400","1557","4790"
"Neither","Neither","Success","Success","Success","Success","Success","Success","Success","Success","Success","Success"
"0","70101","29894","7568","2402","4665","9649","2359","13393","3048","2480","3156"
"Neither","Neither","Success","Success","Success","Success","Success","Success","Success","Success","Success","Success"
"0","63052","2578","8206","3268","3821","12326","4631","3777","4593","3078","3765"
"Neither","Success","Success","Success","Success","Success","Success","Success","Success","Success","Success","Success"
"0","24257","7923","2405","9027","4184","2541","5422","10414","4765","5836","9585"
"Neither","Success","Success","Success","Success","Success","Success","Success","Success","Success","Success","Success"
"0","7129","7680","4230","9476","3253","5487","1417","9943","22289","5746","5047"
