"Neither","Neither","Success","Neither","Success","Success","Success","Success","Success","Success","Success","Success"
"0","67016","18648","60284","2970","6161","2496","4279","3316","2816","4161","2948"
"Neither","Success","Success","Success","Success","Success","Success","Success","Success","Success","Success","Success"
"0","3864","2297","36465","4442","6515","2077","3986","4442","3030","3824","1789"
"Neither","Success","Success","Success","Success","Success","Success","Success","Success","Success","Success","Success"
"0","1798","7040","4127","6165","3482","3529","4625","1718","5933","14775","4554"
"Neither","Neither","Neither","Success","Success","Success","Success","Success","Success","Success","Success","Success"
"0","66954","64040","2223","11234","4344","5364","5892","4233","7138","4032","3796"
"Neither","Neither","Neither","Success","Success","Success","Success","Success","Success","Success","Success","Success"
"0","63840","67835","3873","2015","7482","22185","8462","7614","5528","9037","4986"
