"Neither","Neither","Neither","Neither","Success","Success","Neither","Success","Violation","Violation","Success","Success","Success","Violation","Success","Violation","Success","Success","Success","Neither"
"0","78096","73873","75636","22836","4468","66389","7470","19691","6987","5126","46301","17722","39141","5241","12757","6470","21826","24942","65975"
