"Neither","Neither","Neither","Success","Success","Success","Success","Success","Success","Success","Success","Success","Success"
"0","75758","68622","11872","7438","8996","7867","19257","6022","7082","10229","19913","7066"
"Neither","Neither","Neither","Success","Success","Success","Success","Success","Success","Neither","Success","Success","Success"
"0","68655","69752","28685","9529","13214","4774","15917","28355","63294","8260","35169","14830"
"Neither","Neither","Success","Success","Success","Success","Success","Success","Success","Neither","Success","Success","Success"
"0","68606","8334","21148","7843","16067","26725","5753","29014","67861","13068","16541","8703"
"Neither","Success","Success","Neither","Success","Success","Neither","Success","Success","Success","Success","Success","Success"
"0","13819","14760","77362","21595","5871","68471","8433","7982","5535","16036","5849","10838"
"Neither","Neither","Success","Success","Success","Success","Success","Neither","Success","Success","Success","Success","Success"
"0","69596","8761","16519","13198","37950","26917","70187","9256","6053","6531","32662","19796"
