"0.0","0.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"0.0","0.0","0.0","0.07142857142857142","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"0.0","0.0","0.0","0.13333333333333333","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0"
"0.0","0.0","0.0","0.06666666666666667","0.05263157894736842","0.0","1.0","1.0","1.0","1.0","1.0","1.0"
"0.0","0.0","0.0","0.125","0.1","0.0","1.0","1.0","1.0","1.0","1.0","1.0"
"0.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0"
"0.0","0.0","0.06666666666666667","0.0625","0.05555555555555555","0.0","1.0","1.0","1.0","1.0","1.0","1.0"
"0.0","0.0","0.125","0.11764705882352941","0.10526315789473684","0.0","1.0","1.0","1.0","1.0","1.0","1.0"
"0.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"0.0","0.058823529411764705","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"0.0","0.1111111111111111","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"0.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"0.0","0.0","0.07142857142857142","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"0.0","0.0","0.13333333333333333","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
