"Neither","Success","Neither","Success","Success","Success","Success","Success","Success","Success","Success","Success","Success","Success","Success"
"0","23749","69720","18731","17986","29052","16243","30129","9485","13205","51773","51817","4173","14918","5900"
"Neither","Neither","Neither","Neither","Success","Success","Success","Success","Success","Success","Violation","Success","Success","Success","Success"
"0","60214","62290","60804","13824","48591","5996","3895","9831","12746","5156","4391","6451","14252","5475"
"Neither","Neither","Success","Success","Success","Success","Success","Violation","Success","Success","Success","Success","Success","Success","Success"
"0","61819","29932","17238","5821","7359","5850","8985","17699","14577","7294","9459","9568","9480","17444"
"Neither","Neither","Neither","Violation","Success","Success","Success","Success","Success","Success","Neither","Success","Success","Success","Success"
"0","67407","67145","65256","3459","34984","9353","9888","4494","15397","67817","5505","28392","21316","27334"
"Neither","Success","Success","Success","Neither","Neither","Success","Success","Success","Success","Violation","Violation","Success","Success","Success"
"0","6515","39054","46753","66117","65410","24317","9519","6311","10522","38122","9082","14093","15766","12463"
