"Neither","Neither","Neither","Neither","Success","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Success","Neither"
"0","72913","71306","74750","12025","74115","71536","75227","62678","74662","64042","72124","61255","77359","80456","67654","75285","70563","9330","75204"
"Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Success","Neither","Neither","Neither"
"0","77301","75996","75575","61436","62463","77358","62447","61969","66929","62639","72297","62775","63731","63535","64042","13626","64391","62569","63928"
"Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Success","Neither","Neither","Neither","Neither","Neither","Success","Neither","Neither","Neither"
"0","61725","64423","63200","62852","65229","69470","65720","66476","65244","5205","65432","65421","64191","65901","67782","7109","71242","69574","69344"
"Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Success","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither"
"0","67533","70402","69571","70378","72584","71329","69877","72630","73034","37060","71794","71576","72345","72213","70964","73062","75709","72107","71780"
