"Neither","Neither","Neither","Success","Violation","Success","Success","Violation","Neither","Success","Success","Success","Neither","Neither","Success","Success","Success","Success","Success","Success"
"0","71509","74802","6169","12364","26329","3378","12563","61340","21439","51278","16464","47682","73919","13802","24705","26192","32556","28815","30091"
